stock_code,notice_type,pub_date,available_date,title_text,title_length,keyword_score,url,source_api
000001.SZ,其他,2025-09-24,2025-09-24,平安银行:关于2025年第一期绿色金融债券(债券通)发行完毕的公告,33,0.0,https://data.eastmoney.com/notices/detail/000001/AN202509231749179134.html,akshare.stock_notice_report
000001.SZ,分配方案实施,2025-09-30,2025-09-30,平安银行:2025年半年度权益分派实施公告,21,0.0,https://data.eastmoney.com/notices/detail/000001/AN202509291752918529.html,akshare.stock_notice_report
000001.SZ,调研活动,2025-11-07,2025-11-07,平安银行:投资者关系管理信息,14,0.0,https://data.eastmoney.com/notices/detail/000001/AN202511071776863350.html,akshare.stock_notice_report
000001.SZ,调研活动,2025-11-19,2025-11-19,平安银行:投资者关系管理信息,14,0.0,https://data.eastmoney.com/notices/detail/000001/AN202511191784304636.html,akshare.stock_notice_report
000001.SZ,调研活动,2025-12-04,2025-12-04,平安银行:投资者关系管理信息,14,0.0,https://data.eastmoney.com/notices/detail/000001/AN202512041793893253.html,akshare.stock_notice_report
000001.SZ,法律意见书,2025-12-17,2025-12-17,平安银行:北京市海问(深圳)律师事务所关于平安银行2025年第一次临时股东会的法律意见书,44,0.0,https://data.eastmoney.com/notices/detail/000001/AN202512161801797374.html,akshare.stock_notice_report
000001.SZ,股东大会决议公告,2025-12-17,2025-12-17,平安银行:2025年第一次临时股东会决议公告,22,0.0,https://data.eastmoney.com/notices/detail/000001/AN202512161801797373.html,akshare.stock_notice_report
000001.SZ,高管人员任职变动,2025-12-17,2025-12-17,平安银行:董事会决议公告,12,0.0,https://data.eastmoney.com/notices/detail/000001/AN202512161801797375.html,akshare.stock_notice_report
000001.SZ,公司章程,2026-01-09,2026-01-09,平安银行:平安银行股份有限公司章程,17,0.0,https://data.eastmoney.com/notices/detail/000001/AN202601081816852584.html,akshare.stock_notice_report
000001.SZ,公司章程修订,2026-01-09,2026-01-09,平安银行:关于公司章程修订获核准及不再设置监事会的公告,27,0.0,https://data.eastmoney.com/notices/detail/000001/AN202601081816852580.html,akshare.stock_notice_report
000001.SZ,议事规则/实施细则,2026-01-09,2026-01-09,平安银行:平安银行股份有限公司董事会议事规则,22,0.0,https://data.eastmoney.com/notices/detail/000001/AN202601081816852578.html,akshare.stock_notice_report
000001.SZ,议事规则/实施细则,2026-01-09,2026-01-09,平安银行:平安银行股份有限公司股东会议事规则,22,0.0,https://data.eastmoney.com/notices/detail/000001/AN202601081816852588.html,akshare.stock_notice_report
000001.SZ,高管人员任职变动,2026-01-27,2026-01-27,平安银行:关于选举职工董事的公告,16,0.0,https://data.eastmoney.com/notices/detail/000001/AN202601261818432639.html,akshare.stock_notice_report
000001.SZ,调研活动,2026-01-30,2026-01-30,平安银行:投资者关系管理信息,14,0.0,https://data.eastmoney.com/notices/detail/000001/AN202601301818588145.html,akshare.stock_notice_report
000001.SZ,其他,2026-02-06,2026-02-06,平安银行:关于赎回优先股的第一次提示性公告,21,0.0,https://data.eastmoney.com/notices/detail/000001/AN202602051819793016.html,akshare.stock_notice_report
000001.SZ,其他,2026-02-26,2026-02-26,平安银行:关于赎回优先股的第三次提示性公告,21,0.0,https://data.eastmoney.com/notices/detail/000001/AN202602251820034546.html,akshare.stock_notice_report
000001.SZ,其他,2026-03-06,2026-03-09,平安银行:关于赎回优先股的公告,15,0.0,https://data.eastmoney.com/notices/detail/000001/AN202603051820307758.html,akshare.stock_notice_report
000001.SZ,法律意见书,2026-03-06,2026-03-09,平安银行:北京市君合(深圳)律师事务所关于平安银行股份有限公司赎回优先股之法律意见书,42,0.0,https://data.eastmoney.com/notices/detail/000001/AN202603051820307759.html,akshare.stock_notice_report
000001.SZ,高管人员任职变动,2026-03-06,2026-03-09,平安银行:关于首席合规官任职资格核准的公告,21,0.0,https://data.eastmoney.com/notices/detail/000001/AN202603051820307757.html,akshare.stock_notice_report
000001.SZ,其他,2026-03-09,2026-03-10,平安银行:关于优先股停止交易的公告,17,0.0,https://data.eastmoney.com/notices/detail/000001/AN202603081820388656.html,akshare.stock_notice_report
000001.SZ,其他,2026-03-10,2026-03-11,平安银行:平安银行股份有限公司关于优先股赎回结果暨摘牌的公告2026-03-10,40,0.0,https://data.eastmoney.com/notices/detail/000001/AN202603091820418072.html,akshare.stock_notice_report
000001.SZ,高管人员任职变动,2026-03-18,2026-03-19,平安银行:关于独立董事任职资格核准的公告,20,0.0,https://data.eastmoney.com/notices/detail/000001/AN202603171820601976.html,akshare.stock_notice_report
000001.SZ,调研活动,2026-03-25,2026-03-26,平安银行:投资者关系管理信息,14,0.0,https://data.eastmoney.com/notices/detail/000001/AN202603251820742291.html,akshare.stock_notice_report
000001.SZ,高管人员任职变动,2026-03-26,2026-03-27,平安银行:关于独立董事任职资格核准的公告,20,0.0,https://data.eastmoney.com/notices/detail/000001/AN202603251820748929.html,akshare.stock_notice_report
000001.SZ,调研活动,2026-03-27,2026-03-30,平安银行:投资者关系管理信息,14,0.0,https://data.eastmoney.com/notices/detail/000001/AN202603271820800413.html,akshare.stock_notice_report
000001.SZ,调研活动,2026-03-27,2026-03-30,平安银行:投资者关系管理信息,14,0.0,https://data.eastmoney.com/notices/detail/000001/AN202603271820798391.html,akshare.stock_notice_report
000002.SZ,其他,2025-09-04,2025-09-04,万科A:关于按照《香港上市规则》公布2025年8月证券变动月报表的公告,35,0.0,https://data.eastmoney.com/notices/detail/000002/AN202509031738492647.html,akshare.stock_notice_report
000002.SZ,借贷,2025-09-17,2025-09-17,万科A:关于深铁集团向公司提供不超过20.64亿元借款暨关联交易的公告,35,0.0,https://data.eastmoney.com/notices/detail/000002/AN202509161744874973.html,akshare.stock_notice_report
000002.SZ,董事会决议公告,2025-09-17,2025-09-17,万科A:第二十届董事会第二十三次会议决议公告,22,0.0,https://data.eastmoney.com/notices/detail/000002/AN202509161744874979.html,akshare.stock_notice_report
000002.SZ,其他,2025-09-24,2025-09-24,万科A:万科企业股份有限公司关于行使“20万科08”公司债券赎回选择权的公告,38,0.0,https://data.eastmoney.com/notices/detail/000002/AN202509241749780291.html,akshare.stock_notice_report
000002.SZ,其他,2025-09-24,2025-09-24,万科A:万科企业股份有限公司关于行使“20万科08”公司债券赎回选择权的第一次提示性公告,44,0.0,https://data.eastmoney.com/notices/detail/000002/AN202509241749780294.html,akshare.stock_notice_report
000002.SZ,其他,2025-09-25,2025-09-25,万科A:万科企业股份有限公司关于行使“22万科07”公司债券赎回选择权的公告,38,0.0,https://data.eastmoney.com/notices/detail/000002/AN202509251750411381.html,akshare.stock_notice_report
000002.SZ,其他,2025-09-25,2025-09-25,万科A:万科企业股份有限公司关于行使“22万科07”公司债券赎回选择权的第一次提示性公告,44,0.0,https://data.eastmoney.com/notices/detail/000002/AN202509251750411382.html,akshare.stock_notice_report
000002.SZ,其他,2025-10-10,2025-10-10,万科A:关于按照《香港上市规则》公布2025年9月证券变动月报表的公告,35,0.0,https://data.eastmoney.com/notices/detail/000002/AN202510091758928299.html,akshare.stock_notice_report
000002.SZ,其他,2025-10-13,2025-10-13,万科A:万科企业股份有限公司关于行使“20万科08”公司债券赎回选择权的第二次提示性公告,44,0.0,https://data.eastmoney.com/notices/detail/000002/AN202510131761393067.html,akshare.stock_notice_report
000002.SZ,其他,2025-10-13,2025-10-13,万科A:万科企业股份有限公司关于行使“22万科07”公司债券赎回选择权的第二次提示性公告,44,0.0,https://data.eastmoney.com/notices/detail/000002/AN202510131761393069.html,akshare.stock_notice_report
000002.SZ,高管人员任职变动,2025-10-13,2025-10-13,万科Ａ:第二十届董事会第二十四次会议决议公告,22,0.0,https://data.eastmoney.com/notices/detail/000002/AN202510131761176966.html,akshare.stock_notice_report
000002.SZ,其他,2025-10-14,2025-10-14,万科A:中信证券股份有限公司关于万科企业股份有限公司公司债券临时受托管理事务报告,40,0.0,https://data.eastmoney.com/notices/detail/000002/AN202510141762024196.html,akshare.stock_notice_report
000002.SZ,提供/对外担保公告,2025-10-28,2025-10-28,万科A:关于为资产交易事项提供担保的公告,20,0.0,https://data.eastmoney.com/notices/detail/000002/AN202510271770099817.html,akshare.stock_notice_report
000002.SZ,其他,2025-10-30,2025-10-30,万科A:万科企业股份有限公司关于“22万科07”公司债券付息、赎回结果暨摘牌公告,40,0.0,https://data.eastmoney.com/notices/detail/000002/AN202510301772024673.html,akshare.stock_notice_report
000002.SZ,三季度报告全文,2025-10-31,2025-10-31,万科A:2025年三季度报告,14,0.0,https://data.eastmoney.com/notices/detail/000002/AN202510301772024671.html,akshare.stock_notice_report
000002.SZ,借贷,2025-10-31,2025-10-31,万科A:关于深铁集团向公司提供不超过22亿元借款暨关联交易的公告,32,0.0,https://data.eastmoney.com/notices/detail/000002/AN202510301772024670.html,akshare.stock_notice_report
000002.SZ,其他,2025-10-31,2025-10-31,万科A:关于计提和核销2025年第三季度减值准备的公告,27,0.0,https://data.eastmoney.com/notices/detail/000002/AN202510301772024672.html,akshare.stock_notice_report
000002.SZ,董事会决议公告,2025-10-31,2025-10-31,万科A:第二十届董事会第二十六次会议决议公告,22,0.0,https://data.eastmoney.com/notices/detail/000002/AN202510301772024674.html,akshare.stock_notice_report
000002.SZ,其他,2025-11-03,2025-11-03,万科Ａ:境内同步披露公告,12,0.0,https://data.eastmoney.com/notices/detail/000002/AN202511021773762845.html,akshare.stock_notice_report
000002.SZ,提供/对外担保公告,2025-11-03,2025-11-03,万科Ａ:关于深铁集团向公司提供股东借款并由公司提供担保暨日常关联交易公告,36,0.0,https://data.eastmoney.com/notices/detail/000002/AN202511021773762847.html,akshare.stock_notice_report
000002.SZ,董事会决议公告,2025-11-03,2025-11-03,万科Ａ:第二十届董事会第二十七次会议决议公告,22,0.0,https://data.eastmoney.com/notices/detail/000002/AN202511021773762846.html,akshare.stock_notice_report
000002.SZ,其他,2025-11-05,2025-11-05,万科A:中信证券股份有限公司关于万科企业股份有限公司公司债券临时受托管理事务报告,40,0.0,https://data.eastmoney.com/notices/detail/000002/AN202511051775649229.html,akshare.stock_notice_report
000002.SZ,其他,2025-11-05,2025-11-05,万科A:境内同步披露公告,12,0.0,https://data.eastmoney.com/notices/detail/000002/AN202511041775077533.html,akshare.stock_notice_report
000002.SZ,召开股东大会通知,2025-11-05,2025-11-05,万科A:关于召开2025年第一次临时股东会的通知,24,0.0,https://data.eastmoney.com/notices/detail/000002/AN202511041775077545.html,akshare.stock_notice_report
000002.SZ,其他,2025-11-06,2025-11-06,万科A:关于按照《香港上市规则》公布2025年10月证券变动月报表的公告,36,0.0,https://data.eastmoney.com/notices/detail/000002/AN202511051775750942.html,akshare.stock_notice_report
000002.SZ,借贷,2025-11-12,2025-11-12,万科A:关于深铁集团向公司提供不超过16.66亿元借款暨关联交易的公告,35,0.0,https://data.eastmoney.com/notices/detail/000002/AN202511111779479879.html,akshare.stock_notice_report
000002.SZ,其他,2025-11-12,2025-11-12,万科A:万科企业股份有限公司关于“20万科08”公司债券付息、赎回结果暨摘牌公告,40,0.0,https://data.eastmoney.com/notices/detail/000002/AN202511121780019082.html,akshare.stock_notice_report
000002.SZ,董事会决议公告,2025-11-12,2025-11-12,万科A:第二十届董事会第二十八次会议决议公告,22,0.0,https://data.eastmoney.com/notices/detail/000002/AN202511111779479880.html,akshare.stock_notice_report
000002.SZ,其他,2025-11-13,2025-11-13,万科A:关于参加2025年第一次临时股东会相关注意事项的公告,30,0.0,https://data.eastmoney.com/notices/detail/000002/AN202511121780022212.html,akshare.stock_notice_report
000002.SZ,股东大会资料,2025-11-13,2025-11-13,万科A:2025年第一次临时股东会文件,19,0.0,https://data.eastmoney.com/notices/detail/000002/AN202511121780022196.html,akshare.stock_notice_report
000002.SZ,法律意见书,2025-11-21,2025-11-21,万科A:广东信达律师事务所关于2025年第一次临时股东会的法律意见书,34,0.0,https://data.eastmoney.com/notices/detail/000002/AN202511201785070580.html,akshare.stock_notice_report
000002.SZ,股东大会决议公告,2025-11-21,2025-11-21,万科A:2025年第一次临时股东会决议公告,21,0.0,https://data.eastmoney.com/notices/detail/000002/AN202511201785070578.html,akshare.stock_notice_report
000002.SZ,其他,2025-12-03,2025-12-03,万科A:关于按照《香港上市规则》公布2025年11月证券变动月报表的公告,36,0.0,https://data.eastmoney.com/notices/detail/000002/AN202512021792621704.html,akshare.stock_notice_report
000002.SZ,其他,2025-12-05,2025-12-05,万科A:联合资信评估股份有限公司关于终止万科企业股份有限公司主体及相关债项信用评级的公告,44,0.0,https://data.eastmoney.com/notices/detail/000002/AN202512051794598046.html,akshare.stock_notice_report
000002.SZ,其他,2025-12-05,2025-12-05,万科A:中诚信国际关于终止万科企业股份有限公司主体和相关债项信用评级的公告,37,0.0,https://data.eastmoney.com/notices/detail/000002/AN202512051794598016.html,akshare.stock_notice_report
000002.SZ,其他,2025-12-05,2025-12-05,万科A:万科企业股份有限公司关于终止主体及相关债券债项评级的公告,32,0.0,https://data.eastmoney.com/notices/detail/000002/AN202512051794584160.html,akshare.stock_notice_report
000002.SZ,其他,2025-12-05,2025-12-05,万科A:中信证券股份有限公司关于万科企业股份有限公司公司债券临时受托管理事务报告,40,0.0,https://data.eastmoney.com/notices/detail/000002/AN202512051794584161.html,akshare.stock_notice_report
000002.SZ,其他,2025-12-05,2025-12-05,万科A:万科企业股份有限公司关于放弃行使“21万科02”公司债券赎回选择权的公告,40,0.0,https://data.eastmoney.com/notices/detail/000002/AN202512051794584162.html,akshare.stock_notice_report
000002.SZ,其他,2025-12-05,2025-12-05,万科A:万科企业股份有限公司关于“21万科02”票面利率调整和回售实施办法的第一次提示性公告,46,0.0,https://data.eastmoney.com/notices/detail/000002/AN202512051794584163.html,akshare.stock_notice_report
000002.SZ,其他,2025-12-08,2025-12-08,万科A:万科企业股份有限公司关于“21万科02”票面利率调整和回售实施办法的第二次提示性公告,46,0.0,https://data.eastmoney.com/notices/detail/000002/AN202512081796381544.html,akshare.stock_notice_report
000002.SZ,其他,2025-12-08,2025-12-08,万科A:中信证券股份有限公司关于万科企业股份有限公司公司债券临时受托管理事务报告,40,0.0,https://data.eastmoney.com/notices/detail/000002/AN202512081796381545.html,akshare.stock_notice_report
000002.SZ,其他,2025-12-09,2025-12-09,万科A:万科企业股份有限公司关于“21万科02”票面利率调整和回售实施办法的第三次提示性公告,46,0.0,https://data.eastmoney.com/notices/detail/000002/AN202512091797016840.html,akshare.stock_notice_report
000002.SZ,其他担保公告,2025-12-12,2025-12-12,万科A:关于担保进展情况的公告,15,0.0,https://data.eastmoney.com/notices/detail/000002/AN202512111798390887.html,akshare.stock_notice_report
000002.SZ,其他,2025-12-15,2025-12-15,万科Ａ:关于在交易商协会披露《2022年度第四期中期票据宽限期内本息偿付安排的公告》的提示性公告,48,0.0,https://data.eastmoney.com/notices/detail/000002/AN202512151800767768.html,akshare.stock_notice_report
000002.SZ,其他,2025-12-15,2025-12-15,万科Ａ:关于在交易商协会披露《关于2022年度第四期中期票据2025年第一次持有人会议的答复公告》的提示性公告,55,0.0,https://data.eastmoney.com/notices/detail/000002/AN202512151800767769.html,akshare.stock_notice_report
000002.SZ,其他担保公告,2025-12-16,2025-12-16,万科A:关于担保进展情况的公告,15,0.0,https://data.eastmoney.com/notices/detail/000002/AN202512151801108301.html,akshare.stock_notice_report
000002.SZ,其他担保公告,2025-12-18,2025-12-18,万科A:关于担保进展情况的公告,15,0.0,https://data.eastmoney.com/notices/detail/000002/AN202512171802487785.html,akshare.stock_notice_report
000002.SZ,提供/对外担保公告,2025-12-18,2025-12-18,万科A:关于为控股子公司相关事项提供担保的公告,23,0.0,https://data.eastmoney.com/notices/detail/000002/AN202512171802487791.html,akshare.stock_notice_report
000002.SZ,提供/对外担保公告,2025-12-18,2025-12-18,万科A:关于为银行贷款事项提供担保的公告,20,0.0,https://data.eastmoney.com/notices/detail/000002/AN202512171802487795.html,akshare.stock_notice_report
000002.SZ,其他,2025-12-23,2025-12-23,万科A:关于在交易商协会披露《关于2022年度第四期中期票据延长宽限期及宽限期内本息偿付安排的公告》的提示性公告,56,0.0,https://data.eastmoney.com/notices/detail/000002/AN202512221805891777.html,akshare.stock_notice_report
000002.SZ,其他,2025-12-23,2025-12-23,万科A:关于在交易商协会披露《关于2022年度第四期中期票据2025年第二次持有人会议的答复公告》的提示性公告,55,0.0,https://data.eastmoney.com/notices/detail/000002/AN202512221805891772.html,akshare.stock_notice_report
000002.SZ,其他担保公告,2025-12-23,2025-12-23,万科A:关于担保进展情况的公告,15,0.0,https://data.eastmoney.com/notices/detail/000002/AN202512221805891774.html,akshare.stock_notice_report
000002.SZ,提供/对外担保公告,2025-12-23,2025-12-23,万科A:关于为子公司提供履约担保的公告,19,0.0,https://data.eastmoney.com/notices/detail/000002/AN202512221805891778.html,akshare.stock_notice_report
000002.SZ,其他,2025-12-31,2025-12-31,万科A:中信证券股份有限公司关于万科企业股份有限公司公司债券临时受托管理事务报告,40,0.0,https://data.eastmoney.com/notices/detail/000002/AN202512311812099158.html,akshare.stock_notice_report
000002.SZ,其他,2025-12-31,2025-12-31,万科A:关于召开万科企业股份有限公司2021年面向合格投资者公开发行住房租赁专项公司债券(第一期)(品种二)2026年第一次债券持有人会议的通知,72,0.0,https://data.eastmoney.com/notices/detail/000002/AN202512311812099156.html,akshare.stock_notice_report
000002.SZ,其他,2025-12-31,2025-12-31,万科A:万科企业股份有限公司2021年面向合格投资者公开发行住房租赁专项公司债券(第一期)(品种二)停牌公告,54,0.0,https://data.eastmoney.com/notices/detail/000002/AN202512311812099157.html,akshare.stock_notice_report
000002.SZ,其他担保公告,2025-12-31,2025-12-31,万科A:关于担保进展情况的公告,15,0.0,https://data.eastmoney.com/notices/detail/000002/AN202512311812099155.html,akshare.stock_notice_report
000002.SZ,其他,2026-01-06,2026-01-06,万科A:关于按照《香港上市规则》公布2025年12月证券变动月报表的公告,36,0.0,https://data.eastmoney.com/notices/detail/000002/AN202601051815508611.html,akshare.stock_notice_report
000002.SZ,高管人员任职变动,2026-01-09,2026-01-09,万科A:关于董事、执行副总裁辞任的公告,19,0.0,https://data.eastmoney.com/notices/detail/000002/AN202601081816852343.html,akshare.stock_notice_report
000002.SZ,其他,2026-01-13,2026-01-13,万科A:关于召开万科企业股份有限公司2021年面向合格投资者公开发行住房租赁专项公司债券(第一期)(品种二)2026年第一次债券持有人会议的补充通知,74,0.0,https://data.eastmoney.com/notices/detail/000002/AN202601131816990545.html,akshare.stock_notice_report
000002.SZ,其他,2026-01-15,2026-01-15,万科A:关于召开万科企业股份有限公司2021年面向合格投资者公开发行住房租赁专项公司债券(第一期)(品种二)2026年第一次债券持有人会议的补充通知(二),77,0.0,https://data.eastmoney.com/notices/detail/000002/AN202601151817042780.html,akshare.stock_notice_report
000002.SZ,其他,2026-01-20,2026-01-20,万科A:万科企业股份有限公司2021年面向合格投资者公开发行住房租赁专项公司债券(第一期)(品种二)回售结果公告,56,0.0,https://data.eastmoney.com/notices/detail/000002/AN202601201818156746.html,akshare.stock_notice_report
000002.SZ,其他,2026-01-21,2026-01-21,万科Ａ:关于中信证券披露《关于万科企业股份有限公司2021年面向合格投资者公开发行住房租赁专项公司债券(第一期)(品种二)2026年第一次债券持有人会议决议的公告》的提示性公告,88,0.0,https://data.eastmoney.com/notices/detail/000002/AN202601211818184471.html,akshare.stock_notice_report
000002.SZ,其他,2026-01-21,2026-01-21,万科A:广东信达律师事务所关于万科企业股份有限公司2021年面向合格投资者公开发行住房租赁专项公司债券(第一期)(品种二)2026年第一次债券持有人会议的法律意见书,82,0.0,https://data.eastmoney.com/notices/detail/000002/AN202601211818183842.html,akshare.stock_notice_report
000002.SZ,其他,2026-01-21,2026-01-21,万科A:万科企业股份有限公司2021年面向合格投资者公开发行住房租赁专项公司债券(第一期)(品种二)2026年付息公告,59,0.0,https://data.eastmoney.com/notices/detail/000002/AN202601211818183844.html,akshare.stock_notice_report
000002.SZ,其他,2026-01-21,2026-01-21,万科A:关于万科企业股份有限公司2021年面向合格投资者公开发行住房租赁专项公司债券(第一期)(品种二)2026年第一次债券持有人会议决议的公告,72,0.0,https://data.eastmoney.com/notices/detail/000002/AN202601211818183843.html,akshare.stock_notice_report
000002.SZ,借贷,2026-01-28,2026-01-28,万科A:关于深铁集团向公司提供不超过23.6亿元借款暨关联交易的公告,34,0.0,https://data.eastmoney.com/notices/detail/000002/AN202601271818473803.html,akshare.stock_notice_report
000002.SZ,其他,2026-01-28,2026-01-28,万科A:关于在交易商协会披露《关于2022年度第五期中期票据宽限期内本息偿付安排的公告》的提示性公告,50,0.0,https://data.eastmoney.com/notices/detail/000002/AN202601271818473796.html,akshare.stock_notice_report
000002.SZ,其他,2026-01-28,2026-01-28,万科A:关于在交易商协会披露《关于2022年度第五期中期票据2026年第一次持有人会议的答复公告》的提示性公告,55,0.0,https://data.eastmoney.com/notices/detail/000002/AN202601271818473807.html,akshare.stock_notice_report
000002.SZ,其他,2026-01-28,2026-01-28,万科A:关于在交易商协会披露《关于2022年度第四期中期票据2026年第一次持有人会议的答复公告》的提示性公告,55,0.0,https://data.eastmoney.com/notices/detail/000002/AN202601271818473799.html,akshare.stock_notice_report
000002.SZ,其他,2026-01-28,2026-01-28,万科A:关于在交易商协会披露《关于2022年度第四期中期票据宽限期内本息偿付安排的公告》的提示性公告,50,0.0,https://data.eastmoney.com/notices/detail/000002/AN202601271818473792.html,akshare.stock_notice_report
000002.SZ,董事会决议公告,2026-01-28,2026-01-28,万科A:第二十届董事会第三十次会议决议公告,21,0.0,https://data.eastmoney.com/notices/detail/000002/AN202601271818473805.html,akshare.stock_notice_report
000002.SZ,其他,2026-01-29,2026-01-29,万科A:万科企业股份有限公司2021年面向合格投资者公开发行住房租赁专项公司债券(第一期)(品种二)分期兑付公告,56,0.0,https://data.eastmoney.com/notices/detail/000002/AN202601291818546217.html,akshare.stock_notice_report
000002.SZ,其他,2026-01-30,2026-01-30,万科A:万科企业股份有限公司关于公司债券停牌的公告,25,0.0,https://data.eastmoney.com/notices/detail/000002/AN202601301818597896.html,akshare.stock_notice_report
000002.SZ,其他,2026-01-30,2026-01-30,万科A:万科企业股份有限公司关于公司债券后续转让安排的公告,29,0.0,https://data.eastmoney.com/notices/detail/000002/AN202601301818597895.html,akshare.stock_notice_report
000002.SZ,其他,2026-02-06,2026-02-06,万科A:关于按照《香港上市规则》公布2026年1月证券变动月报表的公告,35,0.0,https://data.eastmoney.com/notices/detail/000002/AN202602051819793308.html,akshare.stock_notice_report
000002.SZ,其他,2026-03-03,2026-03-04,万科A:关于按照《香港上市规则》公布2026年2月证券变动月报表的公告,35,0.0,https://data.eastmoney.com/notices/detail/000002/AN202603021820194387.html,akshare.stock_notice_report
000002.SZ,其他担保公告,2026-03-03,2026-03-04,万科A:关于担保进展情况的公告,15,0.0,https://data.eastmoney.com/notices/detail/000002/AN202603021820194385.html,akshare.stock_notice_report
000002.SZ,其他,2026-03-18,2026-03-19,万科A:关于董事会会议召开日期的公告,18,0.0,https://data.eastmoney.com/notices/detail/000002/AN202603171820601645.html,akshare.stock_notice_report
000009.SZ,股东/实际控制人股份增持,2025-09-09,2025-09-09,中国宝安:关于持股5%以上股东持股变动触及1%整数倍暨后续增持计划公告,35,1.0,https://data.eastmoney.com/notices/detail/000009/AN202509081740403838.html,akshare.stock_notice_report
000009.SZ,法律意见书,2025-09-16,2025-09-16,中国宝安:2025年第一次临时股东会法律意见书,23,0.0,https://data.eastmoney.com/notices/detail/000009/AN202509151744258885.html,akshare.stock_notice_report
000009.SZ,股东大会决议公告,2025-09-16,2025-09-16,中国宝安:2025年第一次临时股东大会决议公告,23,0.0,https://data.eastmoney.com/notices/detail/000009/AN202509151744258874.html,akshare.stock_notice_report
000009.SZ,股东/实际控制人股份增持,2025-09-25,2025-09-25,中国宝安:关于持股5%以上股东持股变动触及1%整数倍的公告,29,0.0,https://data.eastmoney.com/notices/detail/000009/AN202509241749800978.html,akshare.stock_notice_report
000009.SZ,股东/实际控制人股份增持,2025-09-30,2025-09-30,中国宝安:关于持股5%以上股东持股变动触及1%整数倍暨后续增持计划公告,35,1.0,https://data.eastmoney.com/notices/detail/000009/AN202509291752895966.html,akshare.stock_notice_report
000009.SZ,三季度报告全文,2025-10-31,2025-10-31,中国宝安:2025年三季度报告,15,0.0,https://data.eastmoney.com/notices/detail/000009/AN202510301771969050.html,akshare.stock_notice_report
000009.SZ,其他,2025-10-31,2025-10-31,中国宝安:关于2025年1-9月计提资产减值准备的公告,27,0.0,https://data.eastmoney.com/notices/detail/000009/AN202510301771969043.html,akshare.stock_notice_report
000009.SZ,股东/实际控制人股份增持,2025-12-09,2025-12-09,中国宝安:关于持股5%以上股东增持计划实施进展的公告,26,1.0,https://data.eastmoney.com/notices/detail/000009/AN202512081796394075.html,akshare.stock_notice_report
000009.SZ,提供/对外担保公告,2025-12-24,2025-12-24,中国宝安:关于下属子公司为公司合并报表范围内子公司提供担保的公告,32,0.0,https://data.eastmoney.com/notices/detail/000009/AN202512231806603451.html,akshare.stock_notice_report
000009.SZ,股东/实际控制人股份增持,2025-12-30,2025-12-30,中国宝安:关于持股5%以上股东增持计划实施进展的公告,26,1.0,https://data.eastmoney.com/notices/detail/000009/AN202512291810732321.html,akshare.stock_notice_report
000009.SZ,法律意见书,2026-01-05,2026-01-05,中国宝安:中国宝安集团股份有限公司2025年第二次临时股东会法律意见书,35,0.0,https://data.eastmoney.com/notices/detail/000009/AN202601041814692697.html,akshare.stock_notice_report
000009.SZ,股东大会决议公告,2026-01-05,2026-01-05,中国宝安:2025年第二次临时股东大会决议公告,23,0.0,https://data.eastmoney.com/notices/detail/000009/AN202601041814692768.html,akshare.stock_notice_report
000009.SZ,重组进展公告,2026-02-10,2026-02-10,中国宝安:关于参与杉杉集团及其全资子公司实质合并重整投资人招募的进展公告,36,0.0,https://data.eastmoney.com/notices/detail/000009/AN202602091819833296.html,akshare.stock_notice_report
000009.SZ,高管人员任职变动,2026-02-24,2026-02-24,中国宝安:第十五届董事局第八次会议决议公告,21,0.0,https://data.eastmoney.com/notices/detail/000009/AN202602231819982037.html,akshare.stock_notice_report
000009.SZ,高管人员任职变动,2026-03-04,2026-03-05,中国宝安:第十五届董事局第九次会议决议公告,21,0.0,https://data.eastmoney.com/notices/detail/000009/AN202603031820227888.html,akshare.stock_notice_report
000009.SZ,股东/实际控制人股份增持,2026-03-10,2026-03-11,中国宝安:关于持股5%以上股东增持计划实施结果的公告,26,1.0,https://data.eastmoney.com/notices/detail/000009/AN202603091820418175.html,akshare.stock_notice_report
000021.SZ,法律意见书,2025-09-17,2025-09-17,深科技:2025年度(第一次)临时股东大会之法律意见书,27,0.0,https://data.eastmoney.com/notices/detail/000021/AN202509161744866329.html,akshare.stock_notice_report
000021.SZ,股东大会决议公告,2025-09-17,2025-09-17,深科技:2025年度(第一次)临时股东大会决议公告,25,0.0,https://data.eastmoney.com/notices/detail/000021/AN202509161744866317.html,akshare.stock_notice_report
000021.SZ,保荐/核查意见,2025-09-23,2025-09-23,深科技:荣正关于深圳长城开发科技股份有限公司2022年股票期权激励计划预留授予部分第一个行权期行权条件成就相关事项之独立财务顾问报告,66,0.0,https://data.eastmoney.com/notices/detail/000021/AN202509221748575615.html,akshare.stock_notice_report
000021.SZ,法律意见书,2025-09-23,2025-09-23,深科技:国浩律师(深圳)事务所关于深圳长城开发科技股份有限公司2022年股票期权激励计划预留授予部分第一个行权期行权条件成就及注销部分股票期权等事项之法律意见书,80,0.0,https://data.eastmoney.com/notices/detail/000021/AN202509221748575613.html,akshare.stock_notice_report
000021.SZ,监事会决议公告,2025-09-23,2025-09-23,深科技:第十届监事会第十一次会议决议公告,20,0.0,https://data.eastmoney.com/notices/detail/000021/AN202509221748575612.html,akshare.stock_notice_report
