model,exposure_type,name,weight
tucker,industry,C39计算机、通信和其他电子设备制造业,0.37272727272727274
tucker,industry,I65软件和信息技术服务业,0.1409090909090909
tucker,industry,C35专用设备制造业,0.09545454545454546
tucker,industry,C27医药制造业,0.09545454545454546
tucker,industry,I64互联网和相关服务,0.05
tucker,industry,C40仪器仪表制造业,0.05
tucker,industry,L72商务服务业,0.05
tucker,industry,C30非金属矿物制品业,0.05
tucker,industry,G56航空运输业,0.05
tucker,industry,R87广播、电视、电影和录音制作业,0.04090909090909091
tucker,industry,C26化学原料和化学制品制造业,0.004545454545454545
tucker,style,quality_factor,1.0
