model,exposure_type,name,weight
tucker,industry,C39计算机、通信和其他电子设备制造业,0.22604166666666667
tucker,industry,C27医药制造业,0.16145833333333334
tucker,industry,G56航空运输业,0.1
tucker,industry,J67资本市场服务,0.1
tucker,industry,I65软件和信息技术服务业,0.09270833333333334
tucker,industry,C31黑色金属冶炼和压延加工业,0.05
tucker,industry,E48土木工程建筑业,0.05
tucker,industry,C25石油、煤炭及其他燃料加工业,0.05
tucker,industry,C13农副食品加工业,0.05
tucker,industry,F52零售业,0.05
tucker,industry,C35专用设备制造业,0.05
tucker,industry,P83教育,0.019791666666666666
tucker,style,quality_factor,1.0
