model,exposure_type,name,weight
cp,industry,J67资本市场服务,0.19583333333333333
cp,industry,C37铁路、船舶、航空航天和其他运输设备制造业,0.1375
cp,industry,K70房地产业,0.13333333333333333
cp,industry,C27医药制造业,0.13333333333333333
cp,industry,C39计算机、通信和其他电子设备制造业,0.12916666666666668
cp,industry,D44电力、热力生产和供应业,0.09166666666666666
cp,industry,G56航空运输业,0.07083333333333333
cp,industry,D46水的生产和供应业,0.0625
cp,industry,C26化学原料和化学制品制造业,0.04583333333333333
cp,style,value_factor,0.7916666666666666
cp,style,quality_factor,0.20833333333333334
